"run id","run timestamp","close period","reviewed memo version","source version","evidence id","sentence id","sentence text","line","account","check","status","finding","proposed conclusion","human conclusion","unresolved issue","action owner","review time"
"run-3-952k3f","2026-09-13T10:47:17.027Z","June 2026","AI draft, Prompt 1 run","src-952k3f-946","run-3-952k3f/e14","1","4220 Orthodontic plan revenue: prior $96,000, current $138,400, rose by $42,400, 44.2 percent, because no source on file (source: no source on file).","4220","Orthodontic plan revenue","Direction","checked within scope","""rose"" agrees with 4220 Orthodontic plan revenue.","PASS","","","",""
"run-3-952k3f","2026-09-13T10:47:17.027Z","June 2026","AI draft, Prompt 1 run","src-952k3f-946","run-3-952k3f/e15","1","4220 Orthodontic plan revenue: prior $96,000, current $138,400, rose by $42,400, 44.2 percent, because no source on file (source: no source on file).","4220","Orthodontic plan revenue","Sentence status","needs review","Something here is unresolved: a role the words do not give, a binding the checker will not settle, a percent it cannot compute, or a ledger question above it. It cannot be called checked until a person answers it.","NEEDS REVIEW","","","Preparer",""
"run-3-952k3f","2026-09-13T10:47:17.027Z","June 2026","AI draft, Prompt 1 run","src-952k3f-946","run-3-952k3f/e16","2","5210 Dental supplies and lab fees: prior $138,500, current $191,200, rose by $52,700, 38.1 percent, because no source on file (source: no source on file).","5210","Dental supplies and lab fees","Binding","checked within scope","5210 Dental supplies and lab fees (by account number)","BOUND","","","",""
"run-3-952k3f","2026-09-13T10:47:17.027Z","June 2026","AI draft, Prompt 1 run","src-952k3f-946","run-3-952k3f/e18","2","5210 Dental supplies and lab fees: prior $138,500, current $191,200, rose by $52,700, 38.1 percent, because no source on file (source: no source on file).","5210","Dental supplies and lab fees","Figure $138,500","needs review","$138,500: the words around it do not say what it is, and it equals the prior balance on 5210 Dental supplies and lab fees. Confirm the role before this figure counts as checked.","DOLLARS, ROLE UNKNOWN","","What is $138,500 in this sentence: a prior balance, a current balance, a movement or a ratio?","Preparer",""
"run-3-952k3f","2026-09-13T10:47:17.027Z","June 2026","AI draft, Prompt 1 run","src-952k3f-946","run-3-952k3f/e20","2","5210 Dental supplies and lab fees: prior $138,500, current $191,200, rose by $52,700, 38.1 percent, because no source on file (source: no source on file).","5210","Dental supplies and lab fees","Figure $191,200","needs review","$191,200: the words around it do not say what it is, and it equals the current balance on 5210 Dental supplies and lab fees. Confirm the role before this figure counts as checked.","DOLLARS, ROLE UNKNOWN","","What is $191,200 in this sentence: a prior balance, a current balance, a movement or a ratio?","Preparer",""
"run-3-952k3f","2026-09-13T10:47:17.027Z","June 2026","AI draft, Prompt 1 run","src-952k3f-946","run-3-952k3f/e21","2","5210 Dental supplies and lab fees: prior $138,500, current $191,200, rose by $52,700, 38.1 percent, because no source on file (source: no source on file).","5210","Dental supplies and lab fees","Figure $52,700","checked within scope","$52,700 is the absolute movement on 5210 Dental supplies and lab fees, $52,700 unrounded, and the role was read from the word ""by"".","DOLLARS, ROLE ABSOLUTE MOVEMENT","","","",""
"run-3-952k3f","2026-09-13T10:47:17.027Z","June 2026","AI draft, Prompt 1 run","src-952k3f-946","run-3-952k3f/e22","2","5210 Dental supplies and lab fees: prior $138,500, current $191,200, rose by $52,700, 38.1 percent, because no source on file (source: no source on file).","5210","Dental supplies and lab fees","Figure 38.1 percent","checked within scope","38.1 percent is the relative movement, 5210 Dental supplies and lab fees percent change at 38.1% unrounded, and the role was read from the word ""by"".","PERCENT, ROLE RELATIVE MOVEMENT","","","",""
"run-3-952k3f","2026-09-13T10:47:17.027Z","June 2026","AI draft, Prompt 1 run","src-952k3f-946","run-3-952k3f/e23","2","5210 Dental supplies and lab fees: prior $138,500, current $191,200, rose by $52,700, 38.1 percent, because no source on file (source: no source on file).","5210","Dental supplies and lab fees","Direction","checked within scope","""rose"" agrees with 5210 Dental supplies and lab fees.","PASS","","","",""
"run-3-952k3f","2026-09-13T10:47:17.027Z","June 2026","AI draft, Prompt 1 run","src-952k3f-946","run-3-952k3f/e24","2","5210 Dental supplies and lab fees: prior $138,500, current $191,200, rose by $52,700, 38.1 percent, because no source on file (source: no source on file).","5210","Dental supplies and lab fees","Sentence status","needs review","Something here is unresolved: a role the words do not give, a binding the checker will not settle, a percent it cannot compute, or a ledger question above it. It cannot be called checked until a person answers it.","NEEDS REVIEW","","","Preparer",""
"run-3-952k3f","2026-09-13T10:47:17.027Z","June 2026","AI draft, Prompt 1 run","src-952k3f-946","run-3-952k3f/e25","3","6110 Hygienist wages: prior $214,000, current $268,900, rose by $54,900, 25.7 percent, because no source on file (source: no source on file).","6110","Hygienist wages","Binding","checked within scope","6110 Hygienist wages (by account number)","BOUND","","","",""
"run-3-952k3f","2026-09-13T10:47:17.027Z","June 2026","AI draft, Prompt 1 run","src-952k3f-946","run-3-952k3f/e27","3","6110 Hygienist wages: prior $214,000, current $268,900, rose by $54,900, 25.7 percent, because no source on file (source: no source on file).","6110","Hygienist wages","Figure $214,000","needs review","$214,000: the words around it do not say what it is, and it equals the prior balance on 6110 Hygienist wages. Confirm the role before this figure counts as checked.","DOLLARS, ROLE UNKNOWN","","What is $214,000 in this sentence: a prior balance, a current balance, a movement or a ratio?","Preparer",""
"run-3-952k3f","2026-09-13T10:47:17.027Z","June 2026","AI draft, Prompt 1 run","src-952k3f-946","run-3-952k3f/e29","3","6110 Hygienist wages: prior $214,000, current $268,900, rose by $54,900, 25.7 percent, because no source on file (source: no source on file).","6110","Hygienist wages","Figure $268,900","needs review","$268,900: the words around it do not say what it is, and it equals the current balance on 6110 Hygienist wages. Confirm the role before this figure counts as checked.","DOLLARS, ROLE UNKNOWN","","What is $268,900 in this sentence: a prior balance, a current balance, a movement or a ratio?","Preparer",""
"run-3-952k3f","2026-09-13T10:47:17.027Z","June 2026","AI draft, Prompt 1 run","src-952k3f-946","run-3-952k3f/e30","3","6110 Hygienist wages: prior $214,000, current $268,900, rose by $54,900, 25.7 percent, because no source on file (source: no source on file).","6110","Hygienist wages","Figure $54,900","checked within scope","$54,900 is the absolute movement on 6110 Hygienist wages, $54,900 unrounded, and the role was read from the word ""by"".","DOLLARS, ROLE ABSOLUTE MOVEMENT","","","",""
"run-3-952k3f","2026-09-13T10:47:17.027Z","June 2026","AI draft, Prompt 1 run","src-952k3f-946","run-3-952k3f/e31","3","6110 Hygienist wages: prior $214,000, current $268,900, rose by $54,900, 25.7 percent, because no source on file (source: no source on file).","6110","Hygienist wages","Figure 25.7 percent","checked within scope","25.7 percent is the relative movement, 6110 Hygienist wages percent change at 25.7% unrounded, and the role was read from the word ""by"".","PERCENT, ROLE RELATIVE MOVEMENT","","","",""
"run-3-952k3f","2026-09-13T10:47:17.027Z","June 2026","AI draft, Prompt 1 run","src-952k3f-946","run-3-952k3f/e32","3","6110 Hygienist wages: prior $214,000, current $268,900, rose by $54,900, 25.7 percent, because no source on file (source: no source on file).","6110","Hygienist wages","Direction","checked within scope","""rose"" agrees with 6110 Hygienist wages.","PASS","","","",""
"run-3-952k3f","2026-09-13T10:47:17.027Z","June 2026","AI draft, Prompt 1 run","src-952k3f-946","run-3-952k3f/e33","3","6110 Hygienist wages: prior $214,000, current $268,900, rose by $54,900, 25.7 percent, because no source on file (source: no source on file).","6110","Hygienist wages","Sentence status","needs review","Something here is unresolved: a role the words do not give, a binding the checker will not settle, a percent it cannot compute, or a ledger question above it. It cannot be called checked until a person answers it.","NEEDS REVIEW","","","Preparer",""
"run-3-952k3f","2026-09-13T10:47:17.027Z","June 2026","AI draft, Prompt 1 run","src-952k3f-946","run-3-952k3f/e35","S4","Two lines fell below the rule and carry no commentary.","none","","Binding","not checked","No account number, no account name and no exact figure in this sentence ties to a ledger line.","UNMATCHED, REVIEW BY HAND","","Which account is this sentence about, and what amount does it rest on?","",""
"run-3-952k3f","2026-09-13T10:47:17.027Z","June 2026","AI draft, Prompt 1 run","src-952k3f-946","run-3-952k3f/e36","S4","Two lines fell below the rule and carry no commentary.","none","","Sentence status","not checked","Nothing in this sentence could be tied to the ledger and tested. That is not the same as a sentence that was checked and found true.","NOT CHECKED","","","",""
"run-3-952k3f","2026-09-13T10:47:17.027Z","June 2026","AI draft, Prompt 1 run","src-952k3f-946","run-3-952k3f/e1","","","ledger","ledger","Queue: Discarded column","needs review","this ledger carries 4 numeric columns and only two were read; ""Variance"", ""Percent"" were discarded. Owner: Reviewer.","DISCARDED COLUMN","","Are the prior and current columns the two the checker took?","Preparer",""
"run-3-952k3f","2026-09-13T10:47:17.027Z","June 2026","AI draft, Prompt 1 run","src-952k3f-946","run-3-952k3f/e8","","","1","1","Queue: Unresolved figure","needs review","$96,000: the words around it do not say what it is, and it equals the prior balance on 4220 Orthodontic plan revenue. Confirm the role before this figure counts as checked. Owner: Preparer.","UNRESOLVED FIGURE","","What is $96,000 in this sentence: a prior balance, a current balance, a movement or a ratio?","Preparer",""
"run-3-952k3f","2026-09-13T10:47:17.027Z","June 2026","AI draft, Prompt 1 run","src-952k3f-946","run-3-952k3f/e10","","","1","1","Queue: Unresolved figure","needs review","$138,400: the words around it do not say what it is, and it equals the current balance on 4220 Orthodontic plan revenue. Confirm the role before this figure counts as checked. Owner: Preparer.","UNRESOLVED FIGURE","","What is $138,400 in this sentence: a prior balance, a current balance, a movement or a ratio?","Preparer",""
"run-3-952k3f","2026-09-13T10:47:17.027Z","June 2026","AI draft, Prompt 1 run","src-952k3f-946","run-3-952k3f/e17","","","2","2","Queue: Unresolved figure","needs review","$138,500: the words around it do not say what it is, and it equals the prior balance on 5210 Dental supplies and lab fees. Confirm the role before this figure counts as checked. Owner: Preparer.","UNRESOLVED FIGURE","","What is $138,500 in this sentence: a prior balance, a current balance, a movement or a ratio?","Preparer",""
"run-3-952k3f","2026-09-13T10:47:17.027Z","June 2026","AI draft, Prompt 1 run","src-952k3f-946","run-3-952k3f/e19","","","2","2","Queue: Unresolved figure","needs review","$191,200: the words around it do not say what it is, and it equals the current balance on 5210 Dental supplies and lab fees. Confirm the role before this figure counts as checked. Owner: Preparer.","UNRESOLVED FIGURE","","What is $191,200 in this sentence: a prior balance, a current balance, a movement or a ratio?","Preparer",""
"run-3-952k3f","2026-09-13T10:47:17.027Z","June 2026","AI draft, Prompt 1 run","src-952k3f-946","run-3-952k3f/e26","","","3","3","Queue: Unresolved figure","needs review","$214,000: the words around it do not say what it is, and it equals the prior balance on 6110 Hygienist wages. Confirm the role before this figure counts as checked. Owner: Preparer.","UNRESOLVED FIGURE","","What is $214,000 in this sentence: a prior balance, a current balance, a movement or a ratio?","Preparer",""
"run-3-952k3f","2026-09-13T10:47:17.027Z","June 2026","AI draft, Prompt 1 run","src-952k3f-946","run-3-952k3f/e28","","","3","3","Queue: Unresolved figure","needs review","$268,900: the words around it do not say what it is, and it equals the current balance on 6110 Hygienist wages. Confirm the role before this figure counts as checked. Owner: Preparer.","UNRESOLVED FIGURE","","What is $268,900 in this sentence: a prior balance, a current balance, a movement or a ratio?","Preparer",""
"run-3-952k3f","2026-09-13T10:47:17.027Z","June 2026","AI draft, Prompt 1 run","src-952k3f-946","run-3-952k3f/e34","","","S4","S4","Queue: Unmatched sentence","needs review","nothing in this sentence binds it to a ledger line, so none of it was checked. Owner: Reviewer.","UNMATCHED SENTENCE","","Which account is this sentence about, and what amount does it rest on?","Preparer",""
