"run id","run timestamp","close period","reviewed memo version","source version","evidence id","sentence id","sentence text","line","account","check","status","finding","proposed conclusion","human conclusion","unresolved issue","action owner","review time"
"run-5-1313nb","2026-09-13T10:48:18.706Z","July 2026","AI draft, Prompt 1 run","src-1313nb5-1737","run-5-1313nb/e25","2","4100 Project and implementation revenue: prior $38,900.00, current $96,400.00, rose by $57,500.00, 147.81 percent, because no source on file (source: no source on file).","4100","Project and implementation revenue","Figure $38,900.00","needs review","$38,900.00: the words around it do not say what it is, and it equals the prior balance on 4100 Project and implementation revenue. Confirm the role before this figure counts as checked.","DOLLARS, ROLE UNKNOWN","","What is $38,900.00 in this sentence: a prior balance, a current balance, a movement or a ratio?","Preparer",""
"run-5-1313nb","2026-09-13T10:48:18.706Z","July 2026","AI draft, Prompt 1 run","src-1313nb5-1737","run-5-1313nb/e27","2","4100 Project and implementation revenue: prior $38,900.00, current $96,400.00, rose by $57,500.00, 147.81 percent, because no source on file (source: no source on file).","4100","Project and implementation revenue","Figure $96,400.00","needs review","$96,400.00: the words around it do not say what it is, and it equals the current balance on 4100 Project and implementation revenue. Confirm the role before this figure counts as checked.","DOLLARS, ROLE UNKNOWN","","What is $96,400.00 in this sentence: a prior balance, a current balance, a movement or a ratio?","Preparer",""
"run-5-1313nb","2026-09-13T10:48:18.706Z","July 2026","AI draft, Prompt 1 run","src-1313nb5-1737","run-5-1313nb/e28","2","4100 Project and implementation revenue: prior $38,900.00, current $96,400.00, rose by $57,500.00, 147.81 percent, because no source on file (source: no source on file).","4100","Project and implementation revenue","Figure $57,500.00","checked within scope","$57,500.00 is the absolute movement on 4100 Project and implementation revenue, $57,500 unrounded, and the role was read from the word ""by"".","DOLLARS, ROLE ABSOLUTE MOVEMENT","","","",""
"run-5-1313nb","2026-09-13T10:48:18.706Z","July 2026","AI draft, Prompt 1 run","src-1313nb5-1737","run-5-1313nb/e29","2","4100 Project and implementation revenue: prior $38,900.00, current $96,400.00, rose by $57,500.00, 147.81 percent, because no source on file (source: no source on file).","4100","Project and implementation revenue","Figure 147.81 percent","checked within scope","147.81 percent is the relative movement, 4100 Project and implementation revenue percent change at 147.8% unrounded, and the role was read from the word ""by"".","PERCENT, ROLE RELATIVE MOVEMENT","","","",""
"run-5-1313nb","2026-09-13T10:48:18.706Z","July 2026","AI draft, Prompt 1 run","src-1313nb5-1737","run-5-1313nb/e30","2","4100 Project and implementation revenue: prior $38,900.00, current $96,400.00, rose by $57,500.00, 147.81 percent, because no source on file (source: no source on file).","4100","Project and implementation revenue","Direction","checked within scope","""rose"" agrees with 4100 Project and implementation revenue.","PASS","","","",""
"run-5-1313nb","2026-09-13T10:48:18.706Z","July 2026","AI draft, Prompt 1 run","src-1313nb5-1737","run-5-1313nb/e31","2","4100 Project and implementation revenue: prior $38,900.00, current $96,400.00, rose by $57,500.00, 147.81 percent, because no source on file (source: no source on file).","4100","Project and implementation revenue","Sentence status","needs review","Something here is unresolved: a role the words do not give, a binding the checker will not settle, a percent it cannot compute, or a ledger question above it. It cannot be called checked until a person answers it.","NEEDS REVIEW","","","Preparer",""
"run-5-1313nb","2026-09-13T10:48:18.706Z","July 2026","AI draft, Prompt 1 run","src-1313nb5-1737","run-5-1313nb/e32","3","5000 Subcontracted engineering: prior $41,800.00, current $88,300.00, rose by $46,500.00, 111.24 percent, because no source on file (source: no source on file).","5000","Subcontracted engineering","Binding","checked within scope","5000 Subcontracted engineering (by account number)","BOUND","","","",""
"run-5-1313nb","2026-09-13T10:48:18.706Z","July 2026","AI draft, Prompt 1 run","src-1313nb5-1737","run-5-1313nb/e34","3","5000 Subcontracted engineering: prior $41,800.00, current $88,300.00, rose by $46,500.00, 111.24 percent, because no source on file (source: no source on file).","5000","Subcontracted engineering","Figure $41,800.00","needs review","$41,800.00: the words around it do not say what it is, and it equals the prior balance on 5000 Subcontracted engineering. Confirm the role before this figure counts as checked.","DOLLARS, ROLE UNKNOWN","","What is $41,800.00 in this sentence: a prior balance, a current balance, a movement or a ratio?","Preparer",""
"run-5-1313nb","2026-09-13T10:48:18.706Z","July 2026","AI draft, Prompt 1 run","src-1313nb5-1737","run-5-1313nb/e36","3","5000 Subcontracted engineering: prior $41,800.00, current $88,300.00, rose by $46,500.00, 111.24 percent, because no source on file (source: no source on file).","5000","Subcontracted engineering","Figure $88,300.00","needs review","$88,300.00: the words around it do not say what it is, and it equals the current balance on 5000 Subcontracted engineering. Confirm the role before this figure counts as checked.","DOLLARS, ROLE UNKNOWN","","What is $88,300.00 in this sentence: a prior balance, a current balance, a movement or a ratio?","Preparer",""
"run-5-1313nb","2026-09-13T10:48:18.706Z","July 2026","AI draft, Prompt 1 run","src-1313nb5-1737","run-5-1313nb/e37","3","5000 Subcontracted engineering: prior $41,800.00, current $88,300.00, rose by $46,500.00, 111.24 percent, because no source on file (source: no source on file).","5000","Subcontracted engineering","Figure $46,500.00","checked within scope","$46,500.00 is the absolute movement on 5000 Subcontracted engineering, $46,500 unrounded, and the role was read from the word ""by"".","DOLLARS, ROLE ABSOLUTE MOVEMENT","","","",""
"run-5-1313nb","2026-09-13T10:48:18.706Z","July 2026","AI draft, Prompt 1 run","src-1313nb5-1737","run-5-1313nb/e38","3","5000 Subcontracted engineering: prior $41,800.00, current $88,300.00, rose by $46,500.00, 111.24 percent, because no source on file (source: no source on file).","5000","Subcontracted engineering","Figure 111.24 percent","checked within scope","111.24 percent is the relative movement, 5000 Subcontracted engineering percent change at 111.2% unrounded, and the role was read from the word ""by"".","PERCENT, ROLE RELATIVE MOVEMENT","","","",""
"run-5-1313nb","2026-09-13T10:48:18.706Z","July 2026","AI draft, Prompt 1 run","src-1313nb5-1737","run-5-1313nb/e39","3","5000 Subcontracted engineering: prior $41,800.00, current $88,300.00, rose by $46,500.00, 111.24 percent, because no source on file (source: no source on file).","5000","Subcontracted engineering","Direction","checked within scope","""rose"" agrees with 5000 Subcontracted engineering.","PASS","","","",""
"run-5-1313nb","2026-09-13T10:48:18.706Z","July 2026","AI draft, Prompt 1 run","src-1313nb5-1737","run-5-1313nb/e40","3","5000 Subcontracted engineering: prior $41,800.00, current $88,300.00, rose by $46,500.00, 111.24 percent, because no source on file (source: no source on file).","5000","Subcontracted engineering","Sentence status","needs review","Something here is unresolved: a role the words do not give, a binding the checker will not settle, a percent it cannot compute, or a ledger question above it. It cannot be called checked until a person answers it.","NEEDS REVIEW","","","Preparer",""
"run-5-1313nb","2026-09-13T10:48:18.706Z","July 2026","AI draft, Prompt 1 run","src-1313nb5-1737","run-5-1313nb/e41","4","6200 Software licences and hosting: prior $22,600.00, current $57,900.00, rose by $35,300.00, 156.19 percent, because no source on file (source: no source on file).","6200","Software licences and hosting","Binding","checked within scope","6200 Software licences and hosting (by account number)","BOUND","","","",""
"run-5-1313nb","2026-09-13T10:48:18.706Z","July 2026","AI draft, Prompt 1 run","src-1313nb5-1737","run-5-1313nb/e43","4","6200 Software licences and hosting: prior $22,600.00, current $57,900.00, rose by $35,300.00, 156.19 percent, because no source on file (source: no source on file).","6200","Software licences and hosting","Figure $22,600.00","needs review","$22,600.00: the words around it do not say what it is, and it equals the prior balance on 6200 Software licences and hosting. Confirm the role before this figure counts as checked.","DOLLARS, ROLE UNKNOWN","","What is $22,600.00 in this sentence: a prior balance, a current balance, a movement or a ratio?","Preparer",""
"run-5-1313nb","2026-09-13T10:48:18.706Z","July 2026","AI draft, Prompt 1 run","src-1313nb5-1737","run-5-1313nb/e45","4","6200 Software licences and hosting: prior $22,600.00, current $57,900.00, rose by $35,300.00, 156.19 percent, because no source on file (source: no source on file).","6200","Software licences and hosting","Figure $57,900.00","needs review","$57,900.00: the words around it do not say what it is, and it equals the current balance on 6200 Software licences and hosting. Confirm the role before this figure counts as checked.","DOLLARS, ROLE UNKNOWN","","What is $57,900.00 in this sentence: a prior balance, a current balance, a movement or a ratio?","Preparer",""
"run-5-1313nb","2026-09-13T10:48:18.706Z","July 2026","AI draft, Prompt 1 run","src-1313nb5-1737","run-5-1313nb/e46","4","6200 Software licences and hosting: prior $22,600.00, current $57,900.00, rose by $35,300.00, 156.19 percent, because no source on file (source: no source on file).","6200","Software licences and hosting","Figure $35,300.00","checked within scope","$35,300.00 is the absolute movement on 6200 Software licences and hosting, $35,300 unrounded, and the role was read from the word ""by"".","DOLLARS, ROLE ABSOLUTE MOVEMENT","","","",""
"run-5-1313nb","2026-09-13T10:48:18.706Z","July 2026","AI draft, Prompt 1 run","src-1313nb5-1737","run-5-1313nb/e47","4","6200 Software licences and hosting: prior $22,600.00, current $57,900.00, rose by $35,300.00, 156.19 percent, because no source on file (source: no source on file).","6200","Software licences and hosting","Figure 156.19 percent","checked within scope","156.19 percent is the relative movement, 6200 Software licences and hosting percent change at 156.2% unrounded, and the role was read from the word ""by"".","PERCENT, ROLE RELATIVE MOVEMENT","","","",""
"run-5-1313nb","2026-09-13T10:48:18.706Z","July 2026","AI draft, Prompt 1 run","src-1313nb5-1737","run-5-1313nb/e48","4","6200 Software licences and hosting: prior $22,600.00, current $57,900.00, rose by $35,300.00, 156.19 percent, because no source on file (source: no source on file).","6200","Software licences and hosting","Direction","checked within scope","""rose"" agrees with 6200 Software licences and hosting.","PASS","","","",""
"run-5-1313nb","2026-09-13T10:48:18.706Z","July 2026","AI draft, Prompt 1 run","src-1313nb5-1737","run-5-1313nb/e49","4","6200 Software licences and hosting: prior $22,600.00, current $57,900.00, rose by $35,300.00, 156.19 percent, because no source on file (source: no source on file).","6200","Software licences and hosting","Sentence status","needs review","Something here is unresolved: a role the words do not give, a binding the checker will not settle, a percent it cannot compute, or a ledger question above it. It cannot be called checked until a person answers it.","NEEDS REVIEW","","","Preparer",""
"run-5-1313nb","2026-09-13T10:48:18.706Z","July 2026","AI draft, Prompt 1 run","src-1313nb5-1737","run-5-1313nb/e51","S5","Two lines fell below the rule and carry no commentary.","none","","Binding","not checked","No account number, no account name and no exact figure in this sentence ties to a ledger line.","UNMATCHED, REVIEW BY HAND","","Which account is this sentence about, and what amount does it rest on?","",""
"run-5-1313nb","2026-09-13T10:48:18.706Z","July 2026","AI draft, Prompt 1 run","src-1313nb5-1737","run-5-1313nb/e52","S5","Two lines fell below the rule and carry no commentary.","none","","Sentence status","not checked","Nothing in this sentence could be tied to the ledger and tested. That is not the same as a sentence that was checked and found true.","NOT CHECKED","","","",""
"run-5-1313nb","2026-09-13T10:48:18.706Z","July 2026","AI draft, Prompt 1 run","src-1313nb5-1737","run-5-1313nb/e1","","","ledger","ledger","Queue: Discarded column","needs review","this ledger carries 4 numeric columns and only two were read; ""$ Change"", ""% Change"" were discarded. Owner: Reviewer.","DISCARDED COLUMN","","Are the prior and current columns the two the checker took?","Preparer",""
"run-5-1313nb","2026-09-13T10:48:18.706Z","July 2026","AI draft, Prompt 1 run","src-1313nb5-1737","run-5-1313nb/e15","","","1","1","Queue: Unresolved figure","needs review","$161,500.00: the words around it do not say what it is, and it equals the prior balance on 4000 Recurring managed services. Confirm the role before this figure counts as checked. Owner: Preparer.","UNRESOLVED FIGURE","","What is $161,500.00 in this sentence: a prior balance, a current balance, a movement or a ratio?","Preparer",""
"run-5-1313nb","2026-09-13T10:48:18.706Z","July 2026","AI draft, Prompt 1 run","src-1313nb5-1737","run-5-1313nb/e17","","","1","1","Queue: Unresolved figure","needs review","$198,400.00: the words around it do not say what it is, and it equals the current balance on 4000 Recurring managed services. Confirm the role before this figure counts as checked. Owner: Preparer.","UNRESOLVED FIGURE","","What is $198,400.00 in this sentence: a prior balance, a current balance, a movement or a ratio?","Preparer",""
"run-5-1313nb","2026-09-13T10:48:18.706Z","July 2026","AI draft, Prompt 1 run","src-1313nb5-1737","run-5-1313nb/e24","","","2","2","Queue: Unresolved figure","needs review","$38,900.00: the words around it do not say what it is, and it equals the prior balance on 4100 Project and implementation revenue. Confirm the role before this figure counts as checked. Owner: Preparer.","UNRESOLVED FIGURE","","What is $38,900.00 in this sentence: a prior balance, a current balance, a movement or a ratio?","Preparer",""
"run-5-1313nb","2026-09-13T10:48:18.706Z","July 2026","AI draft, Prompt 1 run","src-1313nb5-1737","run-5-1313nb/e26","","","2","2","Queue: Unresolved figure","needs review","$96,400.00: the words around it do not say what it is, and it equals the current balance on 4100 Project and implementation revenue. Confirm the role before this figure counts as checked. Owner: Preparer.","UNRESOLVED FIGURE","","What is $96,400.00 in this sentence: a prior balance, a current balance, a movement or a ratio?","Preparer",""
"run-5-1313nb","2026-09-13T10:48:18.706Z","July 2026","AI draft, Prompt 1 run","src-1313nb5-1737","run-5-1313nb/e33","","","3","3","Queue: Unresolved figure","needs review","$41,800.00: the words around it do not say what it is, and it equals the prior balance on 5000 Subcontracted engineering. Confirm the role before this figure counts as checked. Owner: Preparer.","UNRESOLVED FIGURE","","What is $41,800.00 in this sentence: a prior balance, a current balance, a movement or a ratio?","Preparer",""
"run-5-1313nb","2026-09-13T10:48:18.706Z","July 2026","AI draft, Prompt 1 run","src-1313nb5-1737","run-5-1313nb/e35","","","3","3","Queue: Unresolved figure","needs review","$88,300.00: the words around it do not say what it is, and it equals the current balance on 5000 Subcontracted engineering. Confirm the role before this figure counts as checked. Owner: Preparer.","UNRESOLVED FIGURE","","What is $88,300.00 in this sentence: a prior balance, a current balance, a movement or a ratio?","Preparer",""
"run-5-1313nb","2026-09-13T10:48:18.706Z","July 2026","AI draft, Prompt 1 run","src-1313nb5-1737","run-5-1313nb/e42","","","4","4","Queue: Unresolved figure","needs review","$22,600.00: the words around it do not say what it is, and it equals the prior balance on 6200 Software licences and hosting. Confirm the role before this figure counts as checked. Owner: Preparer.","UNRESOLVED FIGURE","","What is $22,600.00 in this sentence: a prior balance, a current balance, a movement or a ratio?","Preparer",""
"run-5-1313nb","2026-09-13T10:48:18.706Z","July 2026","AI draft, Prompt 1 run","src-1313nb5-1737","run-5-1313nb/e44","","","4","4","Queue: Unresolved figure","needs review","$57,900.00: the words around it do not say what it is, and it equals the current balance on 6200 Software licences and hosting. Confirm the role before this figure counts as checked. Owner: Preparer.","UNRESOLVED FIGURE","","What is $57,900.00 in this sentence: a prior balance, a current balance, a movement or a ratio?","Preparer",""
"run-5-1313nb","2026-09-13T10:48:18.706Z","July 2026","AI draft, Prompt 1 run","src-1313nb5-1737","run-5-1313nb/e50","","","S5","S5","Queue: Unmatched sentence","needs review","nothing in this sentence binds it to a ledger line, so none of it was checked. Owner: Reviewer.","UNMATCHED SENTENCE","","Which account is this sentence about, and what amount does it rest on?","Preparer",""
