"run id","run timestamp","close period","reviewed memo version","source version","evidence id","sentence id","sentence text","line","account","check","status","finding","proposed conclusion","human conclusion","unresolved issue","action owner","review time"
"run-7-llt021","2026-09-13T10:49:15.453Z","June 2026","AI draft, Prompt 1 run","src-llt021-2023","run-7-llt021/e12","","","6500","Professional fees","Recompute","checked within scope","Prior $55,000, current $47,500, change -$7,500, -13.6% of the prior balance. Dollar leg (more than $25,000): not met. Percent leg (at least 10 percent): met.","BELOW THE RULE","","","",""
"run-7-llt021","2026-09-13T10:49:15.453Z","June 2026","AI draft, Prompt 1 run","src-llt021-2023","run-7-llt021/e13","","","7000","Depreciation","Recompute","checked within scope","Prior $128,000, current $128,000, change $0, 0.0% of the prior balance. Dollar leg (more than $25,000): not met. Percent leg (at least 10 percent): not met.","BELOW THE RULE","","","",""
"run-7-llt021","2026-09-13T10:49:15.453Z","June 2026","AI draft, Prompt 1 run","src-llt021-2023","run-7-llt021/e14","","","7100","Interest expense","Recompute","checked within scope","Prior $61,200, current $92,400, change $31,200, 51.0% of the prior balance. Dollar leg (more than $25,000): met. Percent leg (at least 10 percent): met.","CLEARS THE RULE","","","",""
"run-7-llt021","2026-09-13T10:49:15.453Z","June 2026","AI draft, Prompt 1 run","src-llt021-2023","run-7-llt021/e15","","","7400","Inventory shrink adjustment","Recompute","checked within scope","Prior $6,400, current $8,900, change $2,500, 39.1% of the prior balance. Dollar leg (more than $25,000): not met. Percent leg (at least 10 percent): met.","BELOW THE RULE","","","",""
"run-7-llt021","2026-09-13T10:49:15.453Z","June 2026","AI draft, Prompt 1 run","src-llt021-2023","run-7-llt021/e16","1","4100 Service revenue, equipment maintenance: prior $812,000, current $1,041,000, rose $229,000, 28.2 percent, because no source on file (source: no source on file).","4100","Service revenue, equipment maintenance","Binding","checked within scope","4100 Service revenue, equipment maintenance (by account number)","BOUND","","","",""
"run-7-llt021","2026-09-13T10:49:15.453Z","June 2026","AI draft, Prompt 1 run","src-llt021-2023","run-7-llt021/e18","1","4100 Service revenue, equipment maintenance: prior $812,000, current $1,041,000, rose $229,000, 28.2 percent, because no source on file (source: no source on file).","4100","Service revenue, equipment maintenance","Figure $812,000","needs review","$812,000: the words around it do not say what it is, and it equals the prior balance on 4100 Service revenue, equipment maintenance. Confirm the role before this figure counts as checked.","DOLLARS, ROLE UNKNOWN","","What is $812,000 in this sentence: a prior balance, a current balance, a movement or a ratio?","Preparer",""
"run-7-llt021","2026-09-13T10:49:15.453Z","June 2026","AI draft, Prompt 1 run","src-llt021-2023","run-7-llt021/e20","1","4100 Service revenue, equipment maintenance: prior $812,000, current $1,041,000, rose $229,000, 28.2 percent, because no source on file (source: no source on file).","4100","Service revenue, equipment maintenance","Figure $1,041,000","needs review","$1,041,000: the words around it do not say what it is, and it equals the current balance on 4100 Service revenue, equipment maintenance. Confirm the role before this figure counts as checked.","DOLLARS, ROLE UNKNOWN","","What is $1,041,000 in this sentence: a prior balance, a current balance, a movement or a ratio?","Preparer",""
"run-7-llt021","2026-09-13T10:49:15.453Z","June 2026","AI draft, Prompt 1 run","src-llt021-2023","run-7-llt021/e21","1","4100 Service revenue, equipment maintenance: prior $812,000, current $1,041,000, rose $229,000, 28.2 percent, because no source on file (source: no source on file).","4100","Service revenue, equipment maintenance","Figure $229,000","checked within scope","$229,000 is the absolute movement on 4100 Service revenue, equipment maintenance, $229,000 unrounded, and the role was read from the direction word ""rose"".","DOLLARS, ROLE ABSOLUTE MOVEMENT","","","",""
"run-7-llt021","2026-09-13T10:49:15.453Z","June 2026","AI draft, Prompt 1 run","src-llt021-2023","run-7-llt021/e22","1","4100 Service revenue, equipment maintenance: prior $812,000, current $1,041,000, rose $229,000, 28.2 percent, because no source on file (source: no source on file).","4100","Service revenue, equipment maintenance","Figure 28.2 percent","checked within scope","28.2 percent is the relative movement, 4100 Service revenue, equipment maintenance percent change at 28.2% unrounded, and the role was read from the direction word ""rose"".","PERCENT, ROLE RELATIVE MOVEMENT","","","",""
"run-7-llt021","2026-09-13T10:49:15.453Z","June 2026","AI draft, Prompt 1 run","src-llt021-2023","run-7-llt021/e23","1","4100 Service revenue, equipment maintenance: prior $812,000, current $1,041,000, rose $229,000, 28.2 percent, because no source on file (source: no source on file).","4100","Service revenue, equipment maintenance","Direction","checked within scope","""rose"" agrees with 4100 Service revenue, equipment maintenance.","PASS","","","",""
"run-7-llt021","2026-09-13T10:49:15.453Z","June 2026","AI draft, Prompt 1 run","src-llt021-2023","run-7-llt021/e24","1","4100 Service revenue, equipment maintenance: prior $812,000, current $1,041,000, rose $229,000, 28.2 percent, because no source on file (source: no source on file).","4100","Service revenue, equipment maintenance","Sentence status","needs review","Something here is unresolved: a role the words do not give, a binding the checker will not settle, a percent it cannot compute, or a ledger question above it. It cannot be called checked until a person answers it.","NEEDS REVIEW","","","Preparer",""
"run-7-llt021","2026-09-13T10:49:15.453Z","June 2026","AI draft, Prompt 1 run","src-llt021-2023","run-7-llt021/e25","2","4200 Freight billed to customers: prior $186,000, current $121,000, fell $65,000, 34.9 percent, because no source on file (source: no source on file).","4200","Freight billed to customers","Binding","checked within scope","4200 Freight billed to customers (by account number)","BOUND","","","",""
"run-7-llt021","2026-09-13T10:49:15.453Z","June 2026","AI draft, Prompt 1 run","src-llt021-2023","run-7-llt021/e27","2","4200 Freight billed to customers: prior $186,000, current $121,000, fell $65,000, 34.9 percent, because no source on file (source: no source on file).","4200","Freight billed to customers","Figure $186,000","needs review","$186,000: the words around it do not say what it is, and it equals the prior balance on 4200 Freight billed to customers. Confirm the role before this figure counts as checked.","DOLLARS, ROLE UNKNOWN","","What is $186,000 in this sentence: a prior balance, a current balance, a movement or a ratio?","Preparer",""
"run-7-llt021","2026-09-13T10:49:15.453Z","June 2026","AI draft, Prompt 1 run","src-llt021-2023","run-7-llt021/e29","2","4200 Freight billed to customers: prior $186,000, current $121,000, fell $65,000, 34.9 percent, because no source on file (source: no source on file).","4200","Freight billed to customers","Figure $121,000","needs review","$121,000: the words around it do not say what it is, and it equals the current balance on 4200 Freight billed to customers. Confirm the role before this figure counts as checked.","DOLLARS, ROLE UNKNOWN","","What is $121,000 in this sentence: a prior balance, a current balance, a movement or a ratio?","Preparer",""
"run-7-llt021","2026-09-13T10:49:15.453Z","June 2026","AI draft, Prompt 1 run","src-llt021-2023","run-7-llt021/e30","2","4200 Freight billed to customers: prior $186,000, current $121,000, fell $65,000, 34.9 percent, because no source on file (source: no source on file).","4200","Freight billed to customers","Figure $65,000","checked within scope","$65,000 is the absolute movement on 4200 Freight billed to customers, -$65,000 unrounded, and the role was read from the direction word ""fell"".","DOLLARS, ROLE ABSOLUTE MOVEMENT","","","",""
"run-7-llt021","2026-09-13T10:49:15.453Z","June 2026","AI draft, Prompt 1 run","src-llt021-2023","run-7-llt021/e31","2","4200 Freight billed to customers: prior $186,000, current $121,000, fell $65,000, 34.9 percent, because no source on file (source: no source on file).","4200","Freight billed to customers","Figure 34.9 percent","checked within scope","34.9 percent is the relative movement, 4200 Freight billed to customers percent change at -34.9% unrounded, and the role was read from the direction word ""fell"".","PERCENT, ROLE RELATIVE MOVEMENT","","","",""
"run-7-llt021","2026-09-13T10:49:15.453Z","June 2026","AI draft, Prompt 1 run","src-llt021-2023","run-7-llt021/e32","2","4200 Freight billed to customers: prior $186,000, current $121,000, fell $65,000, 34.9 percent, because no source on file (source: no source on file).","4200","Freight billed to customers","Direction","checked within scope","""fell"" agrees with 4200 Freight billed to customers.","PASS","","","",""
"run-7-llt021","2026-09-13T10:49:15.453Z","June 2026","AI draft, Prompt 1 run","src-llt021-2023","run-7-llt021/e33","2","4200 Freight billed to customers: prior $186,000, current $121,000, fell $65,000, 34.9 percent, because no source on file (source: no source on file).","4200","Freight billed to customers","Sentence status","needs review","Something here is unresolved: a role the words do not give, a binding the checker will not settle, a percent it cannot compute, or a ledger question above it. It cannot be called checked until a person answers it.","NEEDS REVIEW","","","Preparer",""
"run-7-llt021","2026-09-13T10:49:15.453Z","June 2026","AI draft, Prompt 1 run","src-llt021-2023","run-7-llt021/e34","3","5100 Inbound freight: prior $214,000, current $287,800, rose $73,800, 34.5 percent, because no source on file (source: no source on file).","5100","Inbound freight","Binding","checked within scope","5100 Inbound freight (by account number)","BOUND","","","",""
"run-7-llt021","2026-09-13T10:49:15.453Z","June 2026","AI draft, Prompt 1 run","src-llt021-2023","run-7-llt021/e36","3","5100 Inbound freight: prior $214,000, current $287,800, rose $73,800, 34.5 percent, because no source on file (source: no source on file).","5100","Inbound freight","Figure $214,000","needs review","$214,000: the words around it do not say what it is, and it equals the prior balance on 5100 Inbound freight. Confirm the role before this figure counts as checked.","DOLLARS, ROLE UNKNOWN","","What is $214,000 in this sentence: a prior balance, a current balance, a movement or a ratio?","Preparer",""
"run-7-llt021","2026-09-13T10:49:15.453Z","June 2026","AI draft, Prompt 1 run","src-llt021-2023","run-7-llt021/e38","3","5100 Inbound freight: prior $214,000, current $287,800, rose $73,800, 34.5 percent, because no source on file (source: no source on file).","5100","Inbound freight","Figure $287,800","needs review","$287,800: the words around it do not say what it is, and it equals the current balance on 5100 Inbound freight. Confirm the role before this figure counts as checked.","DOLLARS, ROLE UNKNOWN","","What is $287,800 in this sentence: a prior balance, a current balance, a movement or a ratio?","Preparer",""
"run-7-llt021","2026-09-13T10:49:15.453Z","June 2026","AI draft, Prompt 1 run","src-llt021-2023","run-7-llt021/e39","3","5100 Inbound freight: prior $214,000, current $287,800, rose $73,800, 34.5 percent, because no source on file (source: no source on file).","5100","Inbound freight","Figure $73,800","checked within scope","$73,800 is the absolute movement on 5100 Inbound freight, $73,800 unrounded, and the role was read from the direction word ""rose"".","DOLLARS, ROLE ABSOLUTE MOVEMENT","","","",""
"run-7-llt021","2026-09-13T10:49:15.453Z","June 2026","AI draft, Prompt 1 run","src-llt021-2023","run-7-llt021/e40","3","5100 Inbound freight: prior $214,000, current $287,800, rose $73,800, 34.5 percent, because no source on file (source: no source on file).","5100","Inbound freight","Figure 34.5 percent","checked within scope","34.5 percent is the relative movement, 5100 Inbound freight percent change at 34.5% unrounded, and the role was read from the direction word ""rose"".","PERCENT, ROLE RELATIVE MOVEMENT","","","",""
"run-7-llt021","2026-09-13T10:49:15.453Z","June 2026","AI draft, Prompt 1 run","src-llt021-2023","run-7-llt021/e41","3","5100 Inbound freight: prior $214,000, current $287,800, rose $73,800, 34.5 percent, because no source on file (source: no source on file).","5100","Inbound freight","Direction","checked within scope","""rose"" agrees with 5100 Inbound freight.","PASS","","","",""
"run-7-llt021","2026-09-13T10:49:15.453Z","June 2026","AI draft, Prompt 1 run","src-llt021-2023","run-7-llt021/e42","3","5100 Inbound freight: prior $214,000, current $287,800, rose $73,800, 34.5 percent, because no source on file (source: no source on file).","5100","Inbound freight","Sentence status","needs review","Something here is unresolved: a role the words do not give, a binding the checker will not settle, a percent it cannot compute, or a ledger question above it. It cannot be called checked until a person answers it.","NEEDS REVIEW","","","Preparer",""
"run-7-llt021","2026-09-13T10:49:15.453Z","June 2026","AI draft, Prompt 1 run","src-llt021-2023","run-7-llt021/e43","4","6000 Warehouse wages: prior $630,000, current $702,500, rose $72,500, 11.5 percent, because no source on file (source: no source on file).","6000","Warehouse wages","Binding","checked within scope","6000 Warehouse wages (by account number)","BOUND","","","",""
"run-7-llt021","2026-09-13T10:49:15.453Z","June 2026","AI draft, Prompt 1 run","src-llt021-2023","run-7-llt021/e45","4","6000 Warehouse wages: prior $630,000, current $702,500, rose $72,500, 11.5 percent, because no source on file (source: no source on file).","6000","Warehouse wages","Figure $630,000","needs review","$630,000: the words around it do not say what it is, and it equals the prior balance on 6000 Warehouse wages. Confirm the role before this figure counts as checked.","DOLLARS, ROLE UNKNOWN","","What is $630,000 in this sentence: a prior balance, a current balance, a movement or a ratio?","Preparer",""
"run-7-llt021","2026-09-13T10:49:15.453Z","June 2026","AI draft, Prompt 1 run","src-llt021-2023","run-7-llt021/e47","4","6000 Warehouse wages: prior $630,000, current $702,500, rose $72,500, 11.5 percent, because no source on file (source: no source on file).","6000","Warehouse wages","Figure $702,500","needs review","$702,500: the words around it do not say what it is, and it equals the current balance on 6000 Warehouse wages. Confirm the role before this figure counts as checked.","DOLLARS, ROLE UNKNOWN","","What is $702,500 in this sentence: a prior balance, a current balance, a movement or a ratio?","Preparer",""
"run-7-llt021","2026-09-13T10:49:15.453Z","June 2026","AI draft, Prompt 1 run","src-llt021-2023","run-7-llt021/e48","4","6000 Warehouse wages: prior $630,000, current $702,500, rose $72,500, 11.5 percent, because no source on file (source: no source on file).","6000","Warehouse wages","Figure $72,500","checked within scope","$72,500 is the absolute movement on 6000 Warehouse wages, $72,500 unrounded, and the role was read from the direction word ""rose"".","DOLLARS, ROLE ABSOLUTE MOVEMENT","","","",""
"run-7-llt021","2026-09-13T10:49:15.453Z","June 2026","AI draft, Prompt 1 run","src-llt021-2023","run-7-llt021/e49","4","6000 Warehouse wages: prior $630,000, current $702,500, rose $72,500, 11.5 percent, because no source on file (source: no source on file).","6000","Warehouse wages","Figure 11.5 percent","checked within scope","11.5 percent is the relative movement, 6000 Warehouse wages percent change at 11.5% unrounded, and the role was read from the direction word ""rose"".","PERCENT, ROLE RELATIVE MOVEMENT","","","",""
"run-7-llt021","2026-09-13T10:49:15.453Z","June 2026","AI draft, Prompt 1 run","src-llt021-2023","run-7-llt021/e50","4","6000 Warehouse wages: prior $630,000, current $702,500, rose $72,500, 11.5 percent, because no source on file (source: no source on file).","6000","Warehouse wages","Direction","checked within scope","""rose"" agrees with 6000 Warehouse wages.","PASS","","","",""
"run-7-llt021","2026-09-13T10:49:15.453Z","June 2026","AI draft, Prompt 1 run","src-llt021-2023","run-7-llt021/e51","4","6000 Warehouse wages: prior $630,000, current $702,500, rose $72,500, 11.5 percent, because no source on file (source: no source on file).","6000","Warehouse wages","Sentence status","needs review","Something here is unresolved: a role the words do not give, a binding the checker will not settle, a percent it cannot compute, or a ledger question above it. It cannot be called checked until a person answers it.","NEEDS REVIEW","","","Preparer",""
"run-7-llt021","2026-09-13T10:49:15.453Z","June 2026","AI draft, Prompt 1 run","src-llt021-2023","run-7-llt021/e52","5","6200 Repairs and maintenance, depots: prior $41,000, current $118,600, rose $77,600, 189.3 percent, because no source on file (source: no source on file).","6200","Repairs and maintenance, depots","Binding","checked within scope","6200 Repairs and maintenance, depots (by account number)","BOUND","","","",""
"run-7-llt021","2026-09-13T10:49:15.453Z","June 2026","AI draft, Prompt 1 run","src-llt021-2023","run-7-llt021/e54","5","6200 Repairs and maintenance, depots: prior $41,000, current $118,600, rose $77,600, 189.3 percent, because no source on file (source: no source on file).","6200","Repairs and maintenance, depots","Figure $41,000","needs review","$41,000: the words around it do not say what it is, and it equals the prior balance on 6200 Repairs and maintenance, depots. Confirm the role before this figure counts as checked.","DOLLARS, ROLE UNKNOWN","","What is $41,000 in this sentence: a prior balance, a current balance, a movement or a ratio?","Preparer",""
"run-7-llt021","2026-09-13T10:49:15.453Z","June 2026","AI draft, Prompt 1 run","src-llt021-2023","run-7-llt021/e56","5","6200 Repairs and maintenance, depots: prior $41,000, current $118,600, rose $77,600, 189.3 percent, because no source on file (source: no source on file).","6200","Repairs and maintenance, depots","Figure $118,600","needs review","$118,600: the words around it do not say what it is, and it equals the current balance on 6200 Repairs and maintenance, depots. Confirm the role before this figure counts as checked.","DOLLARS, ROLE UNKNOWN","","What is $118,600 in this sentence: a prior balance, a current balance, a movement or a ratio?","Preparer",""
"run-7-llt021","2026-09-13T10:49:15.453Z","June 2026","AI draft, Prompt 1 run","src-llt021-2023","run-7-llt021/e57","5","6200 Repairs and maintenance, depots: prior $41,000, current $118,600, rose $77,600, 189.3 percent, because no source on file (source: no source on file).","6200","Repairs and maintenance, depots","Figure $77,600","checked within scope","$77,600 is the absolute movement on 6200 Repairs and maintenance, depots, $77,600 unrounded, and the role was read from the direction word ""rose"".","DOLLARS, ROLE ABSOLUTE MOVEMENT","","","",""
"run-7-llt021","2026-09-13T10:49:15.453Z","June 2026","AI draft, Prompt 1 run","src-llt021-2023","run-7-llt021/e58","5","6200 Repairs and maintenance, depots: prior $41,000, current $118,600, rose $77,600, 189.3 percent, because no source on file (source: no source on file).","6200","Repairs and maintenance, depots","Figure 189.3 percent","checked within scope","189.3 percent is the relative movement, 6200 Repairs and maintenance, depots percent change at 189.3% unrounded, and the role was read from the direction word ""rose"".","PERCENT, ROLE RELATIVE MOVEMENT","","","",""
"run-7-llt021","2026-09-13T10:49:15.453Z","June 2026","AI draft, Prompt 1 run","src-llt021-2023","run-7-llt021/e59","5","6200 Repairs and maintenance, depots: prior $41,000, current $118,600, rose $77,600, 189.3 percent, because no source on file (source: no source on file).","6200","Repairs and maintenance, depots","Direction","checked within scope","""rose"" agrees with 6200 Repairs and maintenance, depots.","PASS","","","",""
"run-7-llt021","2026-09-13T10:49:15.453Z","June 2026","AI draft, Prompt 1 run","src-llt021-2023","run-7-llt021/e60","5","6200 Repairs and maintenance, depots: prior $41,000, current $118,600, rose $77,600, 189.3 percent, because no source on file (source: no source on file).","6200","Repairs and maintenance, depots","Sentence status","needs review","Something here is unresolved: a role the words do not give, a binding the checker will not settle, a percent it cannot compute, or a ledger question above it. It cannot be called checked until a person answers it.","NEEDS REVIEW","","","Preparer",""
"run-7-llt021","2026-09-13T10:49:15.453Z","June 2026","AI draft, Prompt 1 run","src-llt021-2023","run-7-llt021/e61","6","6400 Bad debt expense: prior $15,000, current $62,000, rose $47,000, 313.3 percent, because no source on file (source: no source on file).","6400","Bad debt expense","Binding","checked within scope","6400 Bad debt expense (by account number)","BOUND","","","",""
"run-7-llt021","2026-09-13T10:49:15.453Z","June 2026","AI draft, Prompt 1 run","src-llt021-2023","run-7-llt021/e63","6","6400 Bad debt expense: prior $15,000, current $62,000, rose $47,000, 313.3 percent, because no source on file (source: no source on file).","6400","Bad debt expense","Figure $15,000","needs review","$15,000: the words around it do not say what it is, and it equals the prior balance on 6400 Bad debt expense. Confirm the role before this figure counts as checked.","DOLLARS, ROLE UNKNOWN","","What is $15,000 in this sentence: a prior balance, a current balance, a movement or a ratio?","Preparer",""
"run-7-llt021","2026-09-13T10:49:15.453Z","June 2026","AI draft, Prompt 1 run","src-llt021-2023","run-7-llt021/e65","6","6400 Bad debt expense: prior $15,000, current $62,000, rose $47,000, 313.3 percent, because no source on file (source: no source on file).","6400","Bad debt expense","Figure $62,000","needs review","$62,000: the words around it do not say what it is, and it equals the current balance on 6400 Bad debt expense. Confirm the role before this figure counts as checked.","DOLLARS, ROLE UNKNOWN","","What is $62,000 in this sentence: a prior balance, a current balance, a movement or a ratio?","Preparer",""
"run-7-llt021","2026-09-13T10:49:15.453Z","June 2026","AI draft, Prompt 1 run","src-llt021-2023","run-7-llt021/e66","6","6400 Bad debt expense: prior $15,000, current $62,000, rose $47,000, 313.3 percent, because no source on file (source: no source on file).","6400","Bad debt expense","Figure $47,000","checked within scope","$47,000 is the absolute movement on 6400 Bad debt expense, $47,000 unrounded, and the role was read from the direction word ""rose"".","DOLLARS, ROLE ABSOLUTE MOVEMENT","","","",""
"run-7-llt021","2026-09-13T10:49:15.453Z","June 2026","AI draft, Prompt 1 run","src-llt021-2023","run-7-llt021/e67","6","6400 Bad debt expense: prior $15,000, current $62,000, rose $47,000, 313.3 percent, because no source on file (source: no source on file).","6400","Bad debt expense","Figure 313.3 percent","checked within scope","313.3 percent is the relative movement, 6400 Bad debt expense percent change at 313.3% unrounded, and the role was read from the direction word ""rose"".","PERCENT, ROLE RELATIVE MOVEMENT","","","",""
"run-7-llt021","2026-09-13T10:49:15.453Z","June 2026","AI draft, Prompt 1 run","src-llt021-2023","run-7-llt021/e68","6","6400 Bad debt expense: prior $15,000, current $62,000, rose $47,000, 313.3 percent, because no source on file (source: no source on file).","6400","Bad debt expense","Direction","checked within scope","""rose"" agrees with 6400 Bad debt expense.","PASS","","","",""
"run-7-llt021","2026-09-13T10:49:15.453Z","June 2026","AI draft, Prompt 1 run","src-llt021-2023","run-7-llt021/e69","6","6400 Bad debt expense: prior $15,000, current $62,000, rose $47,000, 313.3 percent, because no source on file (source: no source on file).","6400","Bad debt expense","Sentence status","needs review","Something here is unresolved: a role the words do not give, a binding the checker will not settle, a percent it cannot compute, or a ledger question above it. It cannot be called checked until a person answers it.","NEEDS REVIEW","","","Preparer",""
"run-7-llt021","2026-09-13T10:49:15.453Z","June 2026","AI draft, Prompt 1 run","src-llt021-2023","run-7-llt021/e70","7","7100 Interest expense: prior $61,200, current $92,400, rose $31,200, 51.0 percent, because no source on file (source: no source on file).","7100","Interest expense","Binding","checked within scope","7100 Interest expense (by account number)","BOUND","","","",""
"run-7-llt021","2026-09-13T10:49:15.453Z","June 2026","AI draft, Prompt 1 run","src-llt021-2023","run-7-llt021/e72","7","7100 Interest expense: prior $61,200, current $92,400, rose $31,200, 51.0 percent, because no source on file (source: no source on file).","7100","Interest expense","Figure $61,200","needs review","$61,200: the words around it do not say what it is, and it equals the prior balance on 7100 Interest expense. Confirm the role before this figure counts as checked.","DOLLARS, ROLE UNKNOWN","","What is $61,200 in this sentence: a prior balance, a current balance, a movement or a ratio?","Preparer",""
"run-7-llt021","2026-09-13T10:49:15.453Z","June 2026","AI draft, Prompt 1 run","src-llt021-2023","run-7-llt021/e74","7","7100 Interest expense: prior $61,200, current $92,400, rose $31,200, 51.0 percent, because no source on file (source: no source on file).","7100","Interest expense","Figure $92,400","needs review","$92,400: the words around it do not say what it is, and it equals the current balance on 7100 Interest expense. Confirm the role before this figure counts as checked.","DOLLARS, ROLE UNKNOWN","","What is $92,400 in this sentence: a prior balance, a current balance, a movement or a ratio?","Preparer",""
"run-7-llt021","2026-09-13T10:49:15.453Z","June 2026","AI draft, Prompt 1 run","src-llt021-2023","run-7-llt021/e75","7","7100 Interest expense: prior $61,200, current $92,400, rose $31,200, 51.0 percent, because no source on file (source: no source on file).","7100","Interest expense","Figure $31,200","checked within scope","$31,200 is the absolute movement on 7100 Interest expense, $31,200 unrounded, and the role was read from the direction word ""rose"".","DOLLARS, ROLE ABSOLUTE MOVEMENT","","","",""
"run-7-llt021","2026-09-13T10:49:15.453Z","June 2026","AI draft, Prompt 1 run","src-llt021-2023","run-7-llt021/e76","7","7100 Interest expense: prior $61,200, current $92,400, rose $31,200, 51.0 percent, because no source on file (source: no source on file).","7100","Interest expense","Figure 51.0 percent","checked within scope","51.0 percent is the relative movement, 7100 Interest expense percent change at 51.0% unrounded, and the role was read from the direction word ""rose"".","PERCENT, ROLE RELATIVE MOVEMENT","","","",""
"run-7-llt021","2026-09-13T10:49:15.453Z","June 2026","AI draft, Prompt 1 run","src-llt021-2023","run-7-llt021/e77","7","7100 Interest expense: prior $61,200, current $92,400, rose $31,200, 51.0 percent, because no source on file (source: no source on file).","7100","Interest expense","Direction","checked within scope","""rose"" agrees with 7100 Interest expense.","PASS","","","",""
"run-7-llt021","2026-09-13T10:49:15.453Z","June 2026","AI draft, Prompt 1 run","src-llt021-2023","run-7-llt021/e78","7","7100 Interest expense: prior $61,200, current $92,400, rose $31,200, 51.0 percent, because no source on file (source: no source on file).","7100","Interest expense","Sentence status","needs review","Something here is unresolved: a role the words do not give, a binding the checker will not settle, a percent it cannot compute, or a ledger question above it. It cannot be called checked until a person answers it.","NEEDS REVIEW","","","Preparer",""
"run-7-llt021","2026-09-13T10:49:15.453Z","June 2026","AI draft, Prompt 1 run","src-llt021-2023","run-7-llt021/e80","S8","Seven lines fell below the rule and carry no commentary.","none","","Binding","not checked","No account number, no account name and no exact figure in this sentence ties to a ledger line.","UNMATCHED, REVIEW BY HAND","","Which account is this sentence about, and what amount does it rest on?","",""
"run-7-llt021","2026-09-13T10:49:15.453Z","June 2026","AI draft, Prompt 1 run","src-llt021-2023","run-7-llt021/e81","S8","Seven lines fell below the rule and carry no commentary.","none","","Sentence status","not checked","Nothing in this sentence could be tied to the ledger and tested. That is not the same as a sentence that was checked and found true.","NOT CHECKED","","","",""
